Auto_Name;Year;Auto_URL;Price;Fuel;HorsePower;Mileage
Jaguar XF;2013;https://moscow.drom.ru/jaguar/xf/50357559.html;1370000;бензин;240;131000
Hyundai Elantra;2016;https://moscow.drom.ru/hyundai/elantra/50900705.html;1370000;бензин;128;109000
Hyundai Elantra;2017;https://reutov.drom.ru/hyundai/elantra/50912619.html;1379000;бензин;150;96809
Toyota Crown;2012;https://moscow.drom.ru/toyota/crown/50921805.html;1380000;бензин;203;175000
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/49463520.html;1380000;бензин;110;70890
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/49463521.html;1380000;бензин;110;90959
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/49463524.html;1380000;бензин;110;70338
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/49463528.html;1380000;бензин;110;75555
Kia Rio;2017;https://moscow.drom.ru/kia/rio/50901945.html;1384000;бензин;123;102100
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/50923939.html;1385000;бензин;110;80053
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/50923940.html;1385000;бензин;110;76849
Toyota Corolla;2016;https://moscow.drom.ru/toyota/corolla/50537036.html;1389000;бензин;122;101277
Subaru Impreza WRX STI;2004;https://moscow.drom.ru/subaru/impreza_wrx_sti/48178478.html;1390000;бензин;280;125000
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/49790933.html;1390000;бензин;110;100973
Audi A6;2013;https://moscow.drom.ru/audi/a6/50903135.html;1399000;бензин;310;142000
Cadillac CTS;2011;https://moscow.drom.ru/cadillac/cts/49764940.html;1400000;бензин;318;111157
Hyundai Elantra;2018;https://moscow.drom.ru/hyundai/elantra/50908551.html;1400000;бензин;150;76157
Kia Optima;2019;https://moscow.drom.ru/kia/optima/50917137.html;1400000;бензин;150;156353
Audi A3;2019;https://moscow.drom.ru/audi/a3/50901258.html;1405000;бензин;150;77482
Mercedes-Benz CLA-Class;2015;https://moscow.drom.ru/mercedes-benz/cla-class/50535852.html;1410000;бензин;150;222000
Lexus LS600hL;2012;https://moscow.drom.ru/lexus/ls600hl/50530873.html;1412000;бензин;367;243691
Hyundai Solaris;2018;https://moscow.drom.ru/hyundai/solaris/50922794.html;1418000;бензин;123;18151
Toyota Camry;2018;https://moscow.drom.ru/toyota/camry/50538020.html;1420000;бензин;150;21800
Toyota Mark II;1997;https://moscow.drom.ru/toyota/mark_ii/50529623.html;1425000;бензин;280;195000
Toyota Camry;2013;https://moscow.drom.ru/toyota/camry/50921047.html;1445000;бензин;181;137126
Toyota Corolla;2017;https://moscow.drom.ru/toyota/corolla/50531082.html;1449000;бензин;122;135325
Mercedes-Benz C-Class;2011;https://moscow.drom.ru/mercedes-benz/c-class/50914101.html;1450000;бензин;156;126502
Hyundai Solaris;2018;https://moscow.drom.ru/hyundai/solaris/50901838.html;1450000;бензин;123;80000
Volkswagen Polo;2019;https://moscow.drom.ru/volkswagen/polo/50901870.html;1450000;бензин;110;11629
Infiniti Q50;2014;https://moscow.drom.ru/infiniti/q50/50907676.html;1457000;бензин;211;113178
Mercedes-Benz E-Class;2012;https://moscow.drom.ru/mercedes-benz/e-class/50922742.html;1458000;бензин;306;206365
Mazda Mazda6;2015;https://moscow.drom.ru/mazda/mazda6/50542967.html;1460000;бензин;192;152398
BMW 3-Series;2014;https://moscow.drom.ru/bmw/3-series/50914055.html;1465000;бензин;136;123930
Volkswagen Passat CC;2012;https://moscow.drom.ru/volkswagen/passat_cc/40736769.html;1470000;бензин;210;143000
Hyundai Solaris;2020;https://moscow.drom.ru/hyundai/solaris/50907129.html;1470000;бензин;123;50157
Volkswagen Polo;2018;https://moscow.drom.ru/volkswagen/polo/50922330.html;1477111;бензин;110;60837
Lexus ES250;2013;https://moscow.drom.ru/lexus/es250/50902519.html;1480000;бензин;184;205000
Infiniti Q50;2015;https://moscow.drom.ru/infiniti/q50/50135635.html;1482000;бензин;211;125499
BMW 5-Series;2013;https://moscow.drom.ru/bmw/5-series/49803365.html;1490000;бензин;184;215000
Volkswagen Passat;2016;https://moscow.drom.ru/volkswagen/passat/50532298.html;1499000;бензин;125;111704
BMW 3-Series;2002;https://moscow.drom.ru/bmw/3-series/47168945.html;1500000;бензин;231;326000
BMW 5-Series;2010;https://moscow.drom.ru/bmw/5-series/50542072.html;1500000;дизель;184;160000
Mercedes-Benz E-Class;2010;https://podolsk.drom.ru/mercedes-benz/e-class/50920589.html;1500000;бензин;184;208000
Toyota Mark X;2012;https://moscow.drom.ru/toyota/mark_x/48408172.html;1500000;бензин;203;180000
Kia Optima;2019;https://moscow.drom.ru/kia/optima/50898861.html;1500000;бензин;150;350000
Hyundai Solaris;2021;https://moscow.drom.ru/hyundai/solaris/50538692.html;1500000;бензин;123;30233
Hyundai i40;2016;https://moscow.drom.ru/hyundai/i40/50900088.html;1520000;бензин;150;98000
BMW 5-Series;2011;https://moscow.drom.ru/bmw/5-series/50132914.html;1530000;бензин;245;120000
Nissan Teana;2014;https://moscow.drom.ru/nissan/teana/50902546.html;1530000;бензин;249;106905
Volkswagen Passat;2016;https://moscow.drom.ru/volkswagen/passat/50909226.html;1536000;бензин;125;124783
Nissan Teana;2014;https://moscow.drom.ru/nissan/teana/50902637.html;1540000;бензин;173;120000
BMW 5-Series;2011;https://himki.drom.ru/bmw/5-series/50518508.html;1549000;бензин;204;109889
Mercedes-Benz E-Class;2013;https://moscow.drom.ru/mercedes-benz/e-class/50437517.html;1549000;бензин;184;124372
Volvo S80;2014;https://moscow.drom.ru/volvo/s80/50907693.html;1549000;бензин;245;119335
Volkswagen Passat;2017;https://moscow.drom.ru/volkswagen/passat/50542975.html;1549000;бензин;150;94936
BMW 7-Series;2011;https://moscow.drom.ru/bmw/7-series/50652439.html;1550000;бензин;407;162000
BMW 5-Series;2013;https://moscow.drom.ru/bmw/5-series/50507705.html;1550000;бензин;184;130000
Mazda Mazda3;2016;https://moscow.drom.ru/mazda/mazda3/50909148.html;1550000;бензин;155;117168
Mazda Mazda3;2017;https://moscow.drom.ru/mazda/mazda3/50529936.html;1550000;бензин;184;118000
BMW 3-Series;2011;https://moscow.drom.ru/bmw/3-series/50913245.html;1555000;дизель;184;140000
BMW 3-Series;2013;https://moscow.drom.ru/bmw/3-series/50905612.html;1560000;бензин;184;288000
Hyundai Solaris;2021;https://moscow.drom.ru/hyundai/solaris/50902520.html;1560000;бензин;123;41000
Hyundai Solaris;2021;https://moscow.drom.ru/hyundai/solaris/50529593.html;1575000;бензин;123;21676
Mercedes-Benz C-Class;2015;https://moscow.drom.ru/mercedes-benz/c-class/50915880.html;1580000;бензин;156;183000
Infiniti Q50;2014;https://moscow.drom.ru/infiniti/q50/50523602.html;1585000;бензин;211;128209
Hyundai Elantra;2018;https://moscow.drom.ru/hyundai/elantra/50902827.html;1595000;бензин;149;123711
Hyundai Solaris;2020;https://himki.drom.ru/hyundai/solaris/50914644.html;1597000;бензин;123;29506
Kia Rio;2020;https://himki.drom.ru/kia/rio/50914669.html;1597000;бензин;123;15568
Mercedes-Benz E-Class;2013;https://moscow.drom.ru/mercedes-benz/e-class/50900401.html;1599000;бензин;184;143000
Toyota Camry;2017;https://moscow.drom.ru/toyota/camry/50902362.html;1599999;бензин;181;152000
Chevrolet Malibu;2017;https://moscow.drom.ru/chevrolet/malibu/45775468.html;1600000;бензин;163;155000
Ford Fusion;2020;https://odintsovo.drom.ru/ford/fusion/50916946.html;1600000;бензин;181;80000
Kia Rio;2018;https://moscow.drom.ru/kia/rio/50543004.html;1638000;бензин;123;47587
BMW 7-Series;2014;https://moscow.drom.ru/bmw/7-series/50726748.html;1649000;бензин;450;91537
Toyota Camry;2016;https://moscow.drom.ru/toyota/camry/50698799.html;1649000;бензин;181;128500
Toyota Camry;2017;https://moscow.drom.ru/toyota/camry/50562504.html;1649000;бензин;150;102453
Audi A5;2013;https://moscow.drom.ru/audi/a5/50913286.html;1650000;бензин;211;81000
Audi A3;2014;https://moscow.drom.ru/audi/a3/50892457.html;1650000;бензин;125;36317
BMW 5-Series;2014;https://moscow.drom.ru/bmw/5-series/50792960.html;1650000;бензин;184;215000
BMW 5-Series;2015;https://moscow.drom.ru/bmw/5-series/50923501.html;1650000;дизель;190;186000
Hyundai Sonata;2019;https://moscow.drom.ru/hyundai/sonata/50893158.html;1650000;бензин;150;60
Kia Optima;2017;https://moscow.drom.ru/kia/optima/50922770.html;1655000;бензин;150;186280
Ford Mondeo;2018;https://moscow.drom.ru/ford/mondeo/50911339.html;1655650;бензин;149;127217
Kia Rio;2020;https://himki.drom.ru/kia/rio/50914647.html;1659000;бензин;123;43417
Mercedes-Benz E-Class;2013;https://moscow.drom.ru/mercedes-benz/e-class/50291370.html;1660000;бензин;211;110200
Infiniti Q50;2015;https://moscow.drom.ru/infiniti/q50/50517778.html;1665000;бензин;211;107806
Kia Cerato;2019;https://podolsk.drom.ru/kia/cerato/50145061.html;1670000;бензин;150;74800
BMW 3-Series;2016;https://moscow.drom.ru/bmw/3-series/50524555.html;1687000;бензин;184;83100
BMW 3-Series;2011;https://moscow.drom.ru/bmw/3-series/48866036.html;1690000;бензин;245;97000
Kia Optima;2018;https://moscow.drom.ru/kia/optima/50912304.html;1690000;бензин;188;71000
Kia Rio;2020;https://himki.drom.ru/kia/rio/50914642.html;1697000;бензин;123;24493
Toyota Camry;2015;https://moscow.drom.ru/toyota/camry/50726788.html;1699000;бензин;181;115486
BMW 7-Series;1996;https://moscow.drom.ru/bmw/7-series/47833134.html;1700000;бензин;326;152000
BMW 5-Series;2012;https://moscow.drom.ru/bmw/5-series/50521370.html;1700000;бензин;184;93000
BMW 7-Series;2013;https://moscow.drom.ru/bmw/7-series/50529480.html;1700000;бензин;450;200148
Toyota Camry;2017;https://chernogolovka.drom.ru/toyota/camry/50133218.html;1700000;бензин;178;125000,безпробегапоРФ
Jetta VA3;2022;https://moscow.drom.ru/jetta/va3/50136609.html;1710000;бензин;112;23
Jaguar XE;2015;https://moscow.drom.ru/jaguar/xe/50520676.html;1715000;бензин;200;92216
Hyundai Sonata;2018;https://moscow.drom.ru/hyundai/sonata/50914091.html;1725000;бензин;150;75785
Hyundai Solaris;2021;https://himki.drom.ru/hyundai/solaris/50903685.html;1730000;бензин;123;14905
Mercedes-Benz CLA-Class;2018;https://moscow.drom.ru/mercedes-benz/cla-class/50914108.html;1735000;бензин;150;87797
Kia Optima;2018;https://moscow.drom.ru/kia/optima/50923676.html;1739000;бензин;150;87250
Kia Optima;2018;https://moscow.drom.ru/kia/optima/49796138.html;1740000;бензин;150;130877
Ford Fusion;2019;https://elektrostal.drom.ru/ford/fusion/50905389.html;1740000;бензин;181;145000
Volkswagen Jetta;2019;https://podolsk.drom.ru/volkswagen/jetta/50131204.html;1740000;бензин;147;69000
Audi A6;2015;https://moscow.drom.ru/audi/a6/50902395.html;1745000;бензин;249;368732
Mercedes-Benz S-Class;2012;https://moscow.drom.ru/mercedes-benz/s-class/50912886.html;1749000;бензин;435;144332
Infiniti M25;2012;https://moscow.drom.ru/infiniti/m25/50860067.html;1750000;бензин;222;147386
Jaguar XJ;2014;https://moscow.drom.ru/jaguar/xj/50913001.html;1750000;бензин;340;110000
Kia Cerato;2020;https://moscow.drom.ru/kia/cerato/48522710.html;1750000;бензин;128;128000
Kia Rio;2020;https://moscow.drom.ru/kia/rio/50902529.html;1750000;бензин;123;74526
Audi A8;2013;https://moscow.drom.ru/audi/a8/50902396.html;1755000;бензин;290;221659
Volkswagen Passat;2016;https://moscow.drom.ru/volkswagen/passat/50517554.html;1757000;бензин;180;121004
Mercedes-Benz CLA-Class;2017;https://moscow.drom.ru/mercedes-benz/cla-class/50903653.html;1757000;бензин;150;111861
Hyundai Solaris;2021;https://moscow.drom.ru/hyundai/solaris/50917607.html;1778000;бензин;123;39583
BMW 3-Series;2017;https://moscow.drom.ru/bmw/3-series/50912937.html;1790000;бензин;136;112000
Kia Cerato;2018;https://moscow.drom.ru/kia/cerato/50920431.html;1795000;бензин;150;49377
Mazda Mazda6;2013;https://moscow.drom.ru/mazda/mazda6/50922380.html;1797111;бензин;192;103429
BMW 3-Series;2015;https://moscow.drom.ru/bmw/3-series/50913253.html;1798000;бензин;184;74646
Kia Quoris;2014;https://moscow.drom.ru/kia/quoris/50198367.html;1799000;бензин;290;52000
Toyota Camry;2016;https://moscow.drom.ru/toyota/camry/50899929.html;1799000;бензин;181;144447
Ford Mustang;2005;https://moscow.drom.ru/ford/mustang/46848772.html;1800000;бензин;210;130000
Audi A6;2016;https://himki.drom.ru/audi/a6/50518410.html;1800000;бензин;249;176212
Honda Civic;2018;https://moscow.drom.ru/honda/civic/46895356.html;1800000;бензин;174;14770,безпробегапоРФ
Kia Optima;2019;https://moscow.drom.ru/kia/optima/50911645.html;1820000;бензин;188;147449
Mazda Mazda6;2017;https://moscow.drom.ru/mazda/mazda6/50134825.html;1829000;бензин;150;55264
Toyota Camry;2015;https://moscow.drom.ru/toyota/camry/48862629.html;1830000;бензин;181;167250
Kia Optima;2018;https://moscow.drom.ru/kia/optima/50669439.html;1830000;бензин;150;150000
Hyundai Sonata;2019;https://moscow.drom.ru/hyundai/sonata/50529917.html;1830000;бензин;150;63900
Kia Rio;2021;https://moscow.drom.ru/kia/rio/50913695.html;1832000;бензин;123;26296
Mercedes-Benz CLA-Class;2016;https://himki.drom.ru/mercedes-benz/cla-class/50914654.html;1849000;бензин;150;130180
Mercedes-Benz SL-Class;2002;https://moscow.drom.ru/mercedes-benz/sl-class/45464683.html;1850000;бензин;500;119000
Lexus ES250;2012;https://moscow.drom.ru/lexus/es250/50912764.html;1850000;бензин;184;199765
BMW 2-Series;2014;https://moscow.drom.ru/bmw/2-series/50097807.html;1850000;бензин;184;98000
Kia K5;2020;https://moscow.drom.ru/kia/k5/50528988.html;1850000;бензин;194;84000
Kia Optima;2019;https://moscow.drom.ru/kia/optima/49784342.html;1853000;бензин;188;93522
Kia Cerato;2018;https://moscow.drom.ru/kia/cerato/50902261.html;1857000;бензин;150;26131
Mazda Mazda6;2015;https://moscow.drom.ru/mazda/mazda6/50913747.html;1870000;бензин;150;98064
Kia Rio;2021;https://moscow.drom.ru/kia/rio/50921781.html;1870000;бензин;123;13000
Audi A4;2014;https://moscow.drom.ru/audi/a4/50899873.html;1890000;бензин;225;107350
Mercedes-Benz C-Class;2016;https://moscow.drom.ru/mercedes-benz/c-class/49804531.html;1890000;бензин;150;128000
Kia Cerato;2020;https://moscow.drom.ru/kia/cerato/50910781.html;1890000;бензин;128;64046
Mercedes-Benz E-Class;2014;https://moscow.drom.ru/mercedes-benz/e-class/50902623.html;1895000;бензин;184;97000
Toyota Camry;2017;https://moscow.drom.ru/toyota/camry/49709971.html;1895000;бензин;249;127000
Mercedes-Benz C-Class;2019;https://moscow.drom.ru/mercedes-benz/c-class/50143797.html;1895000;бензин;150;119282
Audi A3;2016;https://moscow.drom.ru/audi/a3/50908535.html;1899000;бензин;150;115370
Kia K3;2019;https://moscow.drom.ru/kia/k3/50913330.html;1899000;бензин;123;71450
BMW 3-Series;2014;https://moscow.drom.ru/bmw/3-series/50911738.html;1900000;бензин;136;55000
Audi A4;2017;https://moscow.drom.ru/audi/a4/50917000.html;1900000;бензин;249;147000
Kia Optima;2017;https://moscow.drom.ru/kia/optima/50920646.html;1900000;бензин;188;118727
Kia K5;2018;https://moscow.drom.ru/kia/k5/50910803.html;1900000;бензин;168;77123
Audi A3;2018;https://himki.drom.ru/audi/a3/50903686.html;1910000;бензин;150;85658
Jaguar XE;2016;https://moscow.drom.ru/jaguar/xe/50922772.html;1918000;бензин;340;94024
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/50131411.html;1930000;бензин;197;68493
Mercedes-Benz E-Class;2013;https://moscow.drom.ru/mercedes-benz/e-class/49186661.html;1950000;бензин;250;153500
Mercedes-Benz CLA-Class;2015;https://moscow.drom.ru/mercedes-benz/cla-class/48864934.html;1950000;бензин;211;105000
Hyundai Solaris;2021;https://moscow.drom.ru/hyundai/solaris/50916834.html;1950000;бензин;123;36000
BMW 5-Series;2013;https://moscow.drom.ru/bmw/5-series/49794102.html;1957777;дизель;218;138000
BMW 5-Series;2013;https://moscow.drom.ru/bmw/5-series/50917455.html;1980000;бензин;245;187000
Volkswagen Passat;2016;https://moscow.drom.ru/volkswagen/passat/50907346.html;1980000;бензин;150;64280
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/50131412.html;1980000;бензин;197;76499
Toyota Camry;2017;https://odintsovo.drom.ru/toyota/camry/49951518.html;1985000;бензин;181;119500
Hyundai Sonata;2018;https://moscow.drom.ru/hyundai/sonata/50913509.html;1985000;бензин;188;133052
Hyundai Elantra;2021;https://moscow.drom.ru/hyundai/elantra/50530884.html;1997000;бензин;128;20206
Toyota Camry;2018;https://moscow.drom.ru/toyota/camry/50737558.html;1999000;бензин;181;97449
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/50517332.html;1999000;бензин;197;74034
Mazda Mazda6;2019;https://moscow.drom.ru/mazda/mazda6/50902354.html;1999000;бензин;150;71931
Jaguar XF;2012;https://moscow.drom.ru/jaguar/xf/50896554.html;2000000;бензин;240;72000
Toyota Camry;2016;https://moscow.drom.ru/toyota/camry/50902551.html;2007000;бензин;181;137966
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/49794431.html;2045000;бензин;197;96019
Audi A4;2018;https://moscow.drom.ru/audi/a4/50910033.html;2050000;дизель;150;210000,безпробегапоРФ
Kia Optima;2018;https://moscow.drom.ru/kia/optima/50529927.html;2065000;бензин;150;63000
Hyundai Sonata;2019;https://moscow.drom.ru/hyundai/sonata/50923190.html;2065680;бензин;150;47640
Infiniti Q70;2014;https://moscow.drom.ru/infiniti/q70/50922705.html;2068000;бензин;333;173723
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/50923923.html;2070000;бензин;197;83549
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/50923920.html;2070000;бензин;197;61164
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/50923921.html;2070000;бензин;197;82492
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/49837176.html;2099000;бензин;197;76808
Mercedes-Benz C-Class;2015;https://moscow.drom.ru/mercedes-benz/c-class/50541917.html;2100000;бензин;184;176000
Lexus ES200;2016;https://moscow.drom.ru/lexus/es200/50829909.html;2100000;бензин;150;215000
Hyundai Sonata;2018;https://mytishchi.drom.ru/hyundai/sonata/50915379.html;2100000;бензин;188;98000
Toyota GT 86;2018;https://moscow.drom.ru/toyota/gt_86/42791091.html;2100000;бензин;200;24000
Audi A3;2019;https://moscow.drom.ru/audi/a3/49468466.html;2100000;бензин;150;126000
Kia Forte;2022;https://moscow.drom.ru/kia/forte/50530364.html;2100000;бензин;201;8900
Jaguar XF;2016;https://moscow.drom.ru/jaguar/xf/50123387.html;2102000;дизель;180;49483
Kia Optima;2018;https://moscow.drom.ru/kia/optima/50919633.html;2110000;бензин;188;53217
Kia K5;2020;https://moscow.drom.ru/kia/k5/50527589.html;2119000;бензин;150;52700
Kia Cerato;2021;https://moscow.drom.ru/kia/cerato/50130800.html;2120000;бензин;150;42324
BMW 5-Series;2016;https://moscow.drom.ru/bmw/5-series/50902734.html;2124000;дизель;190;93400
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/50923839.html;2145000;бензин;197;79979
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/50923836.html;2145000;бензин;197;41327
Audi A6;2015;https://moscow.drom.ru/audi/a6/50903122.html;2149000;бензин;220;94000
Hyundai Sonata;2019;https://moscow.drom.ru/hyundai/sonata/50900385.html;2149000;бензин;150;52000
Lexus ES350;2013;https://moscow.drom.ru/lexus/es350/50907897.html;2150000;бензин;277;174000
BMW 3-Series;2016;https://moscow.drom.ru/bmw/3-series/50923075.html;2150000;бензин;184;125000
Kia Optima;2019;https://moscow.drom.ru/kia/optima/50517339.html;2155000;бензин;150;21051
Mazda Mazda6;2018;https://moscow.drom.ru/mazda/mazda6/50903261.html;2174000;бензин;150;57583
Mazda Mazda6;2019;https://moscow.drom.ru/mazda/mazda6/50124507.html;2189000;бензин;150;80376
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/49837175.html;2195000;бензин;197;81001
Mercedes-Benz C-Class;2019;https://moscow.drom.ru/mercedes-benz/c-class/50143793.html;2195000;бензин;150;74428
Subaru Legacy;2019;https://moscow.drom.ru/subaru/legacy/50901139.html;2199000;бензин;175;109000
Toyota Camry;2018;https://moscow.drom.ru/toyota/camry/50918123.html;2200000;бензин;181;183819
Toyota Camry;2018;https://mytishchi.drom.ru/toyota/camry/50897979.html;2200000;бензин;181;140000
BMW 5-Series;2016;https://moscow.drom.ru/bmw/5-series/50529923.html;2220000;бензин;245;94500
Toyota Camry;2016;https://moscow.drom.ru/toyota/camry/50900735.html;2230000;бензин;249;110000
BMW 6-Series;2012;https://moscow.drom.ru/bmw/6-series/50887967.html;2250000;дизель;313;199000
Lexus ES250;2015;https://moscow.drom.ru/lexus/es250/50902550.html;2258000;бензин;184;197170
Jaguar XF;2016;https://moscow.drom.ru/jaguar/xf/50902590.html;2270000;бензин;240;125595
Toyota Camry;2019;https://moscow.drom.ru/toyota/camry/50702083.html;2280000;бензин;203;85000
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/50517333.html;2295000;бензин;197;77286
Hyundai Sonata;2019;https://moscow.drom.ru/hyundai/sonata/50525733.html;2299000;бензин;180;39130
BMW 5-Series;2016;https://domodedovo.drom.ru/bmw/5-series/50915894.html;2300000;бензин;245;75000
BMW 3-Series;2018;https://moscow.drom.ru/bmw/3-series/49801382.html;2300000;дизель;190;78938
Kia K5;2020;https://moscow.drom.ru/kia/k5/50141615.html;2339000;бензин;194;69955
Jaguar XF;2017;https://moscow.drom.ru/jaguar/xf/46518980.html;2345000;бензин;199;67683
Toyota Camry;2019;https://moscow.drom.ru/toyota/camry/50740642.html;2349000;бензин;181;75795
BMW 5-Series;2016;https://moscow.drom.ru/bmw/5-series/50921431.html;2350000;дизель;190;93000
Mercedes-Benz C-Class;2018;https://mytishchi.drom.ru/mercedes-benz/c-class/50919585.html;2350000;бензин;150;49000
Mazda Mazda6;2019;https://himki.drom.ru/mazda/mazda6/50532373.html;2350000;бензин;150;14631
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/50530503.html;2370000;бензин;197;68199
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/50530510.html;2370000;бензин;197;58927
Genesis G70;2019;https://moscow.drom.ru/genesis/g70/50131331.html;2370000;бензин;197;94844
Audi A4;2018;https://moscow.drom.ru/audi/a4/50914064.html;2387000;бензин;150;77207
Kia Optima;2019;https://moscow.drom.ru/kia/optima/50910298.html;2398000;бензин;188;42000
Mercedes-Benz CLS-Class;2015;https://moscow.drom.ru/mercedes-benz/cls-class/50901293.html;2399000;дизель;204;105000
BMW 5-Series;2017;https://moscow.drom.ru/bmw/5-series/50902150.html;2399000;бензин;184;110124
Hyundai Sonata;2020;https://moscow.drom.ru/hyundai/sonata/50900726.html;2399000;бензин;150;97000
Mercedes-Benz E-Class;2017;https://moscow.drom.ru/mercedes-benz/e-class/50914093.html;2400000;бензин;184;172522
Toyota GT 86;2018;https://lobnya.drom.ru/toyota/gt_86/49780541.html;2400000;бензин;200;59000,безпробегапоРФ
Kia K5;2021;https://moscow.drom.ru/kia/k5/50517590.html;2407000;бензин;150;34826
Honda Accord;2021;https://moscow.drom.ru/honda/accord/49227517.html;2420000;бензин;192;13700,безпробегапоРФ
Kia K5;2020;https://moscow.drom.ru/kia/k5/50543064.html;2433000;бензин;150;121971
BMW 5-Series;2018;https://moscow.drom.ru/bmw/5-series/50900455.html;2435000;дизель;190;220085
Mercedes-Benz E-Class;2018;https://moscow.drom.ru/mercedes-benz/e-class/50135483.html;2440000;дизель;194;168917
BMW 2-Series;2019;https://moscow.drom.ru/bmw/2-series/48296216.html;2450000;бензин;252;42000,безпробегапоРФ
Kia K5;2021;https://moscow.drom.ru/kia/k5/50898005.html;2450000;бензин;194;197000
Mercedes-Benz CLS-Class;2014;https://moscow.drom.ru/mercedes-benz/cls-class/50896291.html;2455000;бензин;333;140342
Kia K5;2020;https://moscow.drom.ru/kia/k5/50540990.html;2458000;бензин;194;58700
Hyundai Sonata;2020;https://moscow.drom.ru/hyundai/sonata/50914602.html;2496000;бензин;180;75586
Mercedes-Benz E-Class;2018;https://moscow.drom.ru/mercedes-benz/e-class/50922752.html;2498000;бензин;184;247407
Jaguar XJ;2015;https://moscow.drom.ru/jaguar/xj/49208713.html;2499000;дизель;275;70368
Audi A6;2018;https://moscow.drom.ru/audi/a6/50901873.html;2499000;дизель;190;142458
Chevrolet Camaro;2009;https://moscow.drom.ru/chevrolet/camaro/50902596.html;2500000;бензин;405;60000
Audi A8;2014;https://moscow.drom.ru/audi/a8/48893501.html;2500000;бензин;310;180000
Toyota Camry;2021;https://moscow.drom.ru/toyota/camry/50532288.html;2542000;бензин;150;15189
BMW 3-Series;2012;https://moscow.drom.ru/bmw/3-series/50517763.html;2550000;бензин;306;64000
Mercedes-Benz E-Class;2019;https://moscow.drom.ru/mercedes-benz/e-class/50126867.html;2550000;дизель;150;180633
Toyota Camry;2019;https://pavlovskaya-sloboda.drom.ru/toyota/camry/48884860.html;2550000;бензин;176;140000
Hyundai Sonata;2021;https://moscow.drom.ru/hyundai/sonata/50364148.html;2550000;бензин;150;32626
Kia K5;2022;https://moscow.drom.ru/kia/k5/50909956.html;2550000;бензин;180;21000
Toyota Camry;2019;https://moscow.drom.ru/toyota/camry/50912725.html;2569000;бензин;203;86000
Kia K5;2020;https://moscow.drom.ru/kia/k5/50142527.html;2575000;бензин;194;56084
Ford Mustang;2019;https://moscow.drom.ru/ford/mustang/49369452.html;2585000;бензин;310;40000
Kia K5;2021;https://moscow.drom.ru/kia/k5/50530550.html;2595000;бензин;150;15309
Kia K5;2021;https://moscow.drom.ru/kia/k5/50132648.html;2595000;бензин;194;36200
Mercedes-Benz E-Class;2017;https://moscow.drom.ru/mercedes-benz/e-class/50517567.html;2598000;бензин;184;62500
Lexus IS200t;2017;https://moscow.drom.ru/lexus/is200t/50361071.html;2600000;бензин;248;77114
Audi A4;2017;https://moscow.drom.ru/audi/a4/50543009.html;2621000;дизель;190;144965
Toyota Camry;2020;https://moscow.drom.ru/toyota/camry/50517597.html;2630000;бензин;181;76281
Audi A8;2013;https://moscow.drom.ru/audi/a8/50913511.html;2650000;бензин;310;120461
Kia K5;2021;https://moscow.drom.ru/kia/k5/46447470.html;2650000;бензин;150;70000
Toyota Corolla;2023;https://moscow.drom.ru/toyota/corolla/50751195.html;2650000;бензин;121;60,безпробегапоРФ
Mercedes-Benz E-Class;2016;https://moscow.drom.ru/mercedes-benz/e-class/50135137.html;2689000;бензин;184;92580
Toyota Camry;2019;https://moscow.drom.ru/toyota/camry/50914593.html;2697000;бензин;181;39117
BMW 5-Series;2016;https://moscow.drom.ru/bmw/5-series/50913206.html;2750000;бензин;245;90772
Mercedes-Benz A-Class;2020;https://moscow.drom.ru/mercedes-benz/a-class/50909433.html;2759000;бензин;150;34527
Mercedes-Benz E-Class;2018;https://moscow.drom.ru/mercedes-benz/e-class/50899729.html;2768000;бензин;184;225211
Mercedes-Benz SLK-Class;2013;https://moscow.drom.ru/mercedes-benz/slk-class/50893560.html;2797000;бензин;204;120000
Mercedes-Benz E-Class;2018;https://moscow.drom.ru/mercedes-benz/e-class/50901317.html;2799000;дизель;194;79000
Mercedes-Benz CLA-Class;2016;https://vidnoe.drom.ru/mercedes-benz/cla-class/50913179.html;2800000;бензин;156;100000
